epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,24457.5,0.8674,0.56901,1.03068,0.71959,0.57678,0.61348,0.39476,0.97827,0.61604,1.08372,0.002674,0.002674,0.002674
76,24781.8,0.86241,0.56482,1.02798,0.74292,0.55839,0.61174,0.39613,0.97751,0.61547,1.08426,0.002575,0.002575,0.002575
77,25106.3,0.86304,0.56408,1.02752,0.71664,0.57849,0.6151,0.39733,0.9758,0.613,1.08255,0.002476,0.002476,0.002476
78,25431.2,0.86157,0.55937,1.02855,0.73962,0.56828,0.61009,0.39615,0.9759,0.61253,1.08393,0.002377,0.002377,0.002377
79,25758.4,0.85216,0.55288,1.02577,0.74668,0.57185,0.61163,0.39243,0.97578,0.61196,1.08496,0.002278,0.002278,0.002278
80,26086.3,0.85028,0.55293,1.02266,0.72963,0.58869,0.6219,0.39934,0.9739,0.61108,1.0828,0.002179,0.002179,0.002179
81,26411.9,0.8457,0.54651,1.021,0.73066,0.58942,0.61827,0.39696,0.97212,0.60844,1.08199,0.00208,0.00208,0.00208
82,26738,0.84866,0.55085,1.01967,0.71898,0.59082,0.6181,0.3988,0.97118,0.61104,1.08218,0.001981,0.001981,0.001981
83,27064.2,0.83842,0.53987,1.01804,0.72848,0.58702,0.61979,0.39657,0.97291,0.60817,1.08419,0.001882,0.001882,0.001882
84,27390.6,0.84357,0.54012,1.01926,0.72134,0.5937,0.61901,0.39649,0.9736,0.61207,1.08472,0.001783,0.001783,0.001783
85,27714.5,0.8374,0.53695,1.01654,0.72601,0.58729,0.61808,0.39633,0.97387,0.61207,1.08589,0.001684,0.001684,0.001684
86,28040.9,0.83639,0.53936,1.01733,0.73171,0.57845,0.61377,0.39342,0.97671,0.61189,1.0873,0.001585,0.001585,0.001585
87,28364.2,0.83182,0.53781,1.01622,0.73408,0.57196,0.61272,0.39407,0.9751,0.61191,1.08643,0.001486,0.001486,0.001486
88,28689.9,0.83254,0.52988,1.01512,0.7228,0.58711,0.61377,0.39416,0.97361,0.6126,1.08557,0.001387,0.001387,0.001387
89,29016.4,0.82854,0.52768,1.00991,0.74134,0.57719,0.61151,0.39341,0.9728,0.60974,1.08637,0.001288,0.001288,0.001288
90,29341.4,0.8241,0.52597,1.00951,0.73662,0.57406,0.61301,0.39458,0.97301,0.6089,1.08636,0.001189,0.001189,0.001189
91,29669.4,0.78859,0.45958,0.97275,0.75298,0.55677,0.60457,0.39006,0.97483,0.61228,1.08669,0.00109,0.00109,0.00109
92,29996.2,0.78152,0.45091,0.96841,0.7667,0.55918,0.60319,0.38864,0.97557,0.61385,1.0862,0.000991,0.000991,0.000991
93,30316.8,0.77562,0.44533,0.96445,0.76346,0.56629,0.60782,0.39195,0.97444,0.61386,1.08497,0.000892,0.000892,0.000892
94,30640.8,0.7692,0.43691,0.96178,0.74773,0.56924,0.61202,0.39199,0.97491,0.61326,1.08609,0.000793,0.000793,0.000793
95,30963.8,0.76324,0.43531,0.9625,0.75037,0.56737,0.61201,0.39237,0.97402,0.6125,1.0859,0.000694,0.000694,0.000694
96,31290.8,0.76257,0.43516,0.95921,0.75936,0.56595,0.61229,0.39213,0.97423,0.61423,1.08604,0.000595,0.000595,0.000595
97,31616.1,0.75693,0.42713,0.95578,0.74839,0.56651,0.61229,0.39186,0.9745,0.61441,1.08645,0.000496,0.000496,0.000496
98,31940.5,0.75382,0.42661,0.95574,0.76757,0.56004,0.61224,0.39063,0.97528,0.61475,1.08706,0.000397,0.000397,0.000397
99,32263.2,0.75269,0.42429,0.95531,0.7779,0.55741,0.61237,0.3906,0.97535,0.61438,1.08704,0.000298,0.000298,0.000298
100,32586.4,0.7475,0.42063,0.95299,0.77051,0.55856,0.61066,0.39044,0.97576,0.61496,1.08775,0.000199,0.000199,0.000199
